,index,id,text,BIO_anno,class
17,1522,1522,以前经常空卡，今年开始正常用卡，真实加套现，留20%以上额度，四个月了，还没动静,O O O O O B-PRODUCT O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2
18,1523,1523,招商的额度不稳定，都不敢用了，以后给了临时额度，也还是不用的好。,B-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,0
19,1524,1524,没临时也算正常，问题是能不能提额？,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O,2
20,1525,1525,400天没临时，就用过e招贷,O O O O O O O O O O O O O O,2
21,1526,1526,同黑不能分期没临时,O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT O O O,2
22,1527,1527,应该是卡太多了，貌似8行以上就很难提额了，当然指的是大部分普通客户，格外优秀的十多行也照提,O O O B-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O,0
23,1528,1528,我800多天没有了，就这样吧，死心了,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
24,1529,1529,我特么进了一大堆有的没的，只申了个鸟白……现在1.2??我能给干到8W么??能过就行了吧。。。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
25,1530,1530,我特么提示我他行额度汇总过高？？？??6行16W??也叫高么。。。这个怎么破,O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O,0
26,1531,1531,首提后，一般是季度一次,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2
27,1532,1532,可以，不影响。我浦发首卡也20W,O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O,2
28,1533,1533,我还款日后第四天还的款，今天又出了临额和e招贷,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
29,1534,1534,最好别拖到宽限期，应该在还款日前还款且银行完成入账,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
30,1535,1535,上次提还是4.30号，额度还比较满意,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
31,1536,1536,哈哈！之前的情况是每次去网点办业务，都要被推荐办个储蓄卡，几年下来一大把储蓄卡，想注销还被劝不要注销……,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
32,1537,1537,现在借记卡管得严。你下次直接说想办个工资卡就行了。有个工作证明就没问题,O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
33,1538,1538,查的都严，我记得之前去中行激活洛天依，当时直接说一天只有5储蓄卡张开卡名额,O O O B-COMMENTS_ADJ O O O O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
34,1539,1539,薅你人头还不给办卡，太不地道了，不过貌似网申借记卡还有活动吧，信用卡估计是没活动了,O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2
35,1540,1540,拿你的居住证或者用工合同可以直接办，但是你为啥要说是工行发工资呢，你可以说招行发，所以公司让你来办的。,O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O,2
36,1541,1541,不是为难你??是现在为了减少电信诈骗国家规定的??现在储蓄卡比信用卡还难??我在兴业和招商都遇到这情况??兴业是公司人事作证才给办理的??招商网上申请了激活也要这些东西...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-BANK I-BANK O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
37,1542,1542,那我网上申请，激活的时候还是要被刁难。这也太离谱了。,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
38,1543,1543,去年把招商储蓄卡销卡了，后面就不给我办了,O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O,0
39,1544,1544,我自己word编辑了一份工作证明，又在某多多上刻了个公章，打印了填好了，不敢去网点，好讨厌那种心虚害怕的感觉,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ O O O,0
40,1545,1545,国家的政策是说大堂可以阻止不合理的开卡要求。但是国家也没说具体什么又是合理的。但是一般还款本工行房贷，还款本行信用卡，工资卡本行代发，还有一些本地全社会性质...,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-BANK I-BANK B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O,2
41,1546,1546,没赶上好时候啊，前年异地激活小招，强制我办了储蓄卡，还送了一瓶饮料,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,2
42,1547,1547,浦发：加速金80.5k平安：车主金60k,B-BANK I-BANK O O O O O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
43,1548,1548,并没有，还是你姿势不对，我的积分都花不完！,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O,2
44,1549,1549,我说的七月份开始。没有啥姿势不对。同样的消费，六月份就有积分。七月份的消费都入账了，积分还没到账，有点奇怪。...,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
45,1550,1550,我司一台破电脑，下载招商天书那个文件，打开都可能死机,O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O,0
46,1551,1551,并没有啊，还是看个人资质，我在中信银行的卡都批了20万额度,O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O B-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N,2
47,1552,1552,"能刷就好了,分都是佛系",O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2
48,1553,1553,看你们刷卡没分我都特别好奇，怎么那么蠢,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_ADJ,0
49,1554,1554,房本一般不好用。得大额金融资产或者车本,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O O O,2
50,1555,1555,销了，过几年再申吧。养不动你还刚啥，累得慌。,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,0
51,1556,1556,没卵用，额度依然很低,O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ,2
52,1557,1557,难道要逼着楼主销卡？,O O O O O O O O O O,2
53,1558,1558,刚下自由人生小白金，刷9w免年费，每月第一笔取现免手续费，求问掌上生活里取现算消费么？取现够9w可以免年费么？,O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
54,1559,1559,可以取现，6月份刚上车，我办的招行的都可以的,O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O,2
55,1560,1560,同问，掌上生活有手续费，银行app无手续费但是只能取2k,O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
56,1561,1561,掌上生活虽然显示有手续费，但是取现结束后手续费会减免掉！！在保证卡面上无欠款的情况下，当日取，当日还，实际费用为零。...,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
57,1562,1562,能准时3+1的都是好卡,O O O O O O O O O B-COMMENTS_ADJ B-PRODUCT,2
58,1563,1563,每期账单就几十元，也是稳定题？厉害了,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
59,1564,1564,八行提额,O O B-COMMENTS_N I-COMMENTS_N,2
60,1565,1565,果然是建设垫底。我的也是，拿来洗车:lol,B-COMMENTS_ADJ I-COMMENTS_ADJ O B-BANK I-BANK O O O O O O O O O O O O O O O O,2
61,1566,1566,钻石卡在像你招手:D,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2
62,1567,1567,秀儿，你这太优秀了,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
63,1568,1568,稳得一匹,B-COMMENTS_ADJ O O O,2
64,1569,1569,建行：11k双标普,B-BANK I-BANK O O O O B-PRODUCT I-PRODUCT O,2
65,1570,1570,年消费要9w，感觉做不到，放弃升级了,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
66,1571,1571,怎么申请？是邀请才可以吗？这么麻烦么,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
67,1572,1572,说白了还是幼稚,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
68,1573,1573,草，为啥我3+1翻车了，我每个月500多的消费！有2.5倍临时没用，然后什么都有。负债也低，翻车我咨询客服，说我额度使用率低不给提？??那看你这那个客服不是明显扯淡么？...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
69,1574,1574,每月不过百，还能稳定3+1，老哥优秀啊！我主刷小招，都真实的，负债也不高，总翻车。,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
70,1575,1575,升了鸟白之后免年费还不得消费了？,B-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O,2
71,1576,1576,怎么申请白金卡的？是邀请才可以吗？,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O,2
72,1577,1577,算是邀请，固定额度有调额提醒,O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O,2
73,1578,1578,那就额度止步了。建议升级卡片，把全币白和鸟白都开卡，用一段时间，销鸟白,O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O B-PRODUCT I-PRODUCT,2
74,1579,1579,我负债200个，也有ae百，百夫长。是不是可以骄傲一下。哎,O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
75,1580,1580,季日均，这砖一个月就行了，开心，哈哈哈,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,1
76,1581,1581,经葵花可以零开吗，我不想要了，没啥用,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
77,1582,1582,我也是银行狗一枚。不考虑ae。差旅要求没有那么高。薅满里程0成本持卡就够了,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT O O O,2
78,1583,1583,牛笔，如果放的时间长应该没问题,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
79,1584,1584,升级金葵花了吗150万可以考虑AE白,B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O,2
80,1585,1585,砖得放够3个月，额度就稳了,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O,2
81,1586,1586,刚好三个月。4月一号进的款,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
82,1587,1587,招行值得办的卡,B-BANK I-BANK O O O O B-PRODUCT,2
83,1588,1588,哇啊哦~~不下都不行了这么多钱，再拿个20以上的车进件稳稳的:lol,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
84,1589,1589,真有钱，这有钱还办什么信用卡,O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
85,1590,1590,有讲究吗，直接去线下支行找还是咋找。浦发的支行都好少的,O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O B-COMMENTS_ADJ O,2
86,1591,1591,额度是共享的，但每张卡的消费分开的，这样说你可懂？年费是要分开刷的。,B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
87,1592,1592,砖到位了，别说新户自由白，新户经典白还不是分分钟的事？,O O O O O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O,2
88,1593,1593,此言差矣唉{:1_1:}我搞了很久没搞定,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
89,1594,1594,有足额工资流水或者砖就可以,O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O,2
90,1595,1595,就是存款一砖=一万，就是钱啊，钱多的意思,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O,2
91,1596,1596,听说审核半个月？,O O B-COMMENTS_N I-COMMENTS_N O O O O,2
92,1597,1597,基本被拒,O O O B-COMMENTS_ADJ,2
93,1598,1598,太让人无语了，早点给结果算了，特么折磨,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O,0
94,1599,1599,忽悠你的投诉走下直接协商分期还,O O O O O O O O O O O O B-PRODUCT I-PRODUCT O,2
95,1600,1600,我给招商银行打电话已经不管了，然后只能他们这些联系我，法务部，材料组让我提供取保候审人什么的，就说立案了以后我不配合，就算还款了，也会有刑事责任，说我们当地有...,O O B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O,0
96,1601,1601,你欠多少？如果不是恶意透支一般不可能涉及刑事，别听他恐吓！,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O,0
97,1602,1602,某宝搜一下呀，不大把协商的，结果都挺好的,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
98,1603,1603,本金超过5万了么？没有的话，屌事没有。,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O,2
99,1604,1604,直接上海信访银监局投诉只接官方电话其他电话不接都是催收没用,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
100,1605,1605,"就是4.3w的本金，加利息5,2万",O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O,2
101,1606,1606,还是想方设法还款吧！现在赶上好政策了。16年本人招行五万逾期一年，连带利息罚金做人情花了十一万，看守所...,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O,2
102,1607,1607,招商银行总部是武汉的吧，是027开头的电话,B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O O O O O,2
103,1608,1608,还是想方设法还款吧！现在赶上好政策了。16年本人招行五万逾期一年，连带利息罚金做人情花了十一万，看守所大拘三天，现在想想得不偿失啊...,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
104,1609,1609,还款期间小贷已结清,B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
105,1610,1610,我直接空卡6个月从15k到23k，然后分期3折还是多少来着合年化5%左右我给分期了。现在黑屋中点分期就是代码,O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O B-PRODUCT I-PRODUCT O O O O,2
106,1611,1611,先出审核完成再跳审核已经拒了,O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O,2
107,1612,1612,新卡三到六个月首提，之后如果评分够三月一次,O B-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2
108,1613,1613,现在是young卡，客服说金卡6万满，我看有人金卡都到7万多了,O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O,2
109,1614,1614,没50个啊，有的话就去搞金那个了，现在流动资金就有30个,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
110,1615,1615,京东付款用云闪付,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
111,1616,1616,上征信吧,O B-PRODUCT I-PRODUCT O,2
112,1617,1617,如果实在没东西买，买10元e卡,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT,2
113,1618,1618,侮辱我呢？固定临时只给一千块。尼玛的。能找客服吗？鬼浦发的真的是坑啊,O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ O,0
114,1619,1619,奶茶店，人家就贷款到100万,O O O O O O O B-PRODUCT I-PRODUCT O O O O O,2
115,1620,1620,招行，我昨天晚上申请的，今天打电话。,B-BANK I-BANK O O O O O O O O O O O O O O O O,2
116,1621,1621,在你家附近做个地址，很方便的,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
117,1622,1622,消卡消户，免得产生年费！别信什么通过存钱入去刷卡覆盖不良记录这套，明坑小白刷卡费，征信记录是无法掩盖的，只有还清后5年才能在征信上抺去这不良记录的！...,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,0
118,1623,1623,信用信息显示时，招行就是这么显示的,O O O O O O O O B-BANK I-BANK O O O O O O O,2
119,1624,1624,小白卡吗？我的10天了还在审核,O O B-PRODUCT O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
120,1625,1625,对小白卡，我的上个月27号申请，今天刚来信息。,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O,2
121,1626,1626,建行5K-10k,B-BANK I-BANK O O O O O O,2
122,1627,1627,那你这是过了啊我的还在审核唉,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
123,1628,1628,稳了，叫业务员来帮你激活吧，不用自己跑去银行,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2
124,1629,1629,卡员上门没，我怕她们上门,B-PRODUCT O O O O O O B-COMMENTS_ADJ O O O O,2
125,1630,1630,没有，就来短信，或者电话就很方便,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
126,1631,1631,异地申卡吗？我也想申请个招商的，异地，怕上门，有招行储蓄卡，招行有理财。,O O B-PRODUCT I-PRODUCT O O O O O O O O B-BANK I-BANK O O O O O B-COMMENTS_ADJ O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O B-BANK I-BANK O B-PRODUCT I-PRODUCT O,2
127,1632,1632,卡不在多，在精啊，留四五张好好养一养，不要动征信了,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-PRODUCT I-PRODUCT O,2
128,1633,1633,资料是怎么填的，异地申请地址前缀，还是资料重新包装一份，填有网点的城市？工作单位和住址填一样吗，还是填不同两个地方？…有,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
129,1634,1634,小白卡不用上门。直接带着身份证去网点就好了。会让你开储蓄卡。你说不需要就好了,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
130,1635,1635,京东小白卡业务员不要上门吗？,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O,2
131,1636,1636,需要什么资料啊，我来准备下，安心些,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
132,1637,1637,请问怎么叫，我也刚收这个短信,O O O O O O O O O O O O O O,2
133,1638,1638,对小白卡，我上个月27号的申请，今天刚到。?,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O,2
134,1639,1639,中间有电话回访吗，我就提交了申请等着拿信用卡呢,O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
135,1640,1640,卡？我也想报个招商，异地，怕来你家。我有个搬家,B-PRODUCT O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ O O O O O O O O O,2
